transaction_id,recon_status,amount_diff,amount_A,amount_B,currency_A,currency_B,date_A,date_B,status_A,status_B,join_key,date,currency_pair,market_rate,amount_eur,pnl_impact_eur,discrepancy_ratio,anomaly_prediction,anomaly_score,is_anomaly_ml
033d2bce-575a-4d2c-a5c5-650c8186a576,MATCH,0.0,1087.15,1087.15,CHF,CHF,2024-01-28,2024-01-28,COMPLETED,COMPLETED,EURCHF,2024-01-28,EURCHF,0.952,1141.9642857142858,0.0,0.0,1,0.07749140397136323,NO
033e02f7-1e93-4127-acf7-2140bd9bc648,MATCH,0.0,2619.73,2619.73,USD,USD,2024-01-14,2024-01-14,COMPLETED,COMPLETED,EURUSD,2024-01-14,EURUSD,1.0841,2416.5021676967067,0.0,0.0,1,0.08574264510852825,NO
03802b70-8d03-491e-8f8d-5238288b78b5,MATCH,0.0,4200.42,4200.42,CHF,CHF,2024-01-16,2024-01-16,COMPLETED,COMPLETED,EURCHF,2024-01-16,EURCHF,0.9537,4404.340987731991,0.0,0.0,1,0.11147602482977154,NO
03ad702e-216a-4bcf-a616-dde4b388300a,MATCH,0.0,9522.65,9522.65,CHF,CHF,2024-01-08,2024-01-08,COMPLETED,COMPLETED,EURCHF,2024-01-08,EURCHF,0.951,10013.301787592009,0.0,0.0,1,0.038128014141773026,NO
03b68657-4777-4e21-b677-a166d644e9ae,MATCH,0.0,9093.97,9093.97,GBP,GBP,2024-01-16,2024-01-16,COMPLETED,COMPLETED,EURGBP,2024-01-16,EURGBP,0.8421,10799.156869730436,0.0,0.0,1,0.05364704282856736,NO
03c72ba8-d605-4770-8a63-f881ffd0f9d5,MATCH,0.0,9740.99,9740.99,CHF,CHF,2024-01-12,2024-01-12,COMPLETED,COMPLETED,EURCHF,2024-01-12,EURCHF,0.9575,10173.35770234987,0.0,0.0,1,0.028867143331310907,NO
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,MATCH,0.0,4573.95,4573.95,CHF,CHF,2024-01-10,2024-01-10,COMPLETED,COMPLETED,EURCHF,2024-01-10,EURCHF,0.9546,4791.483343808925,0.0,0.0,1,0.10176573255758575,NO
0406ff44-7ce4-4679-a8c6-dbc07bb3447b,MATCH,0.0,2192.77,2192.77,CHF,CHF,2024-01-07,2024-01-07,COMPLETED,COMPLETED,EURCHF,2024-01-07,EURCHF,0.9522,2302.846040747742,0.0,0.0,1,0.08095979142776538,NO
040a3aae-52e2-4fd9-96bf-10ab3ce915e7,MATCH,0.0,7957.59,7957.59,USD,USD,2024-01-30,2024-01-30,COMPLETED,COMPLETED,EURUSD,2024-01-30,EURUSD,1.0679,7451.624683959172,0.0,0.0,1,0.07988248200203829,NO
0426fcc9-255b-40e2-bdc2-b74b38a56b49,MATCH,0.0,8357.67,8357.67,USD,USD,2024-01-27,2024-01-27,COMPLETED,COMPLETED,EURUSD,2024-01-27,EURUSD,1.069,7818.21328344247,0.0,0.0,1,0.07550169065657408,NO
042b03ca-75a7-4686-9632-1d31c8acffcf,MATCH,0.0,7508.14,7508.14,USD,USD,2024-01-10,2024-01-10,COMPLETED,COMPLETED,EURUSD,2024-01-10,EURUSD,1.0897,6890.098192162982,0.0,0.0,1,0.10037210357330162,NO
044251db-d0d4-4a67-b992-8faa4cbf131d,MATCH,0.0,4468.73,4468.73,USD,USD,2024-01-30,2024-01-30,COMPLETED,COMPLETED,EURUSD,2024-01-30,EURUSD,1.0679,4184.595935949058,0.0,0.0,1,0.09792392255373594,NO
046a0df5-cafd-4613-b2bb-912d7da67785,MATCH,0.0,2072.25,2072.25,GBP,GBP,2024-01-15,2024-01-15,COMPLETED,COMPLETED,EURGBP,2024-01-15,EURGBP,0.8429,2458.476687626053,0.0,0.0,1,0.07114640528039973,NO
047dd583-9344-4b2f-bba3-16688334e524,MATCH,0.0,491.97,491.97,CHF,CHF,2024-01-19,2024-01-19,COMPLETED,COMPLETED,EURCHF,2024-01-19,EURCHF,0.9497,518.0267452879857,0.0,0.0,1,0.05239330037158607,NO
04860bee-8bef-4a76-8a60-1b92dc137c04,MATCH,0.0,9622.53,9622.53,GBP,GBP,2024-01-28,2024-01-28,COMPLETED,COMPLETED,EURGBP,2024-01-28,EURGBP,0.8432,11411.918880455409,0.0,0.0,1,0.011484295572904202,NO
048c8480-a743-4402-bec7-fb117f53dc0a,MATCH,0.0,6270.16,6270.16,CHF,CHF,2024-01-29,2024-01-29,COMPLETED,COMPLETED,EURCHF,2024-01-29,EURCHF,0.9522,6584.91913463558,0.0,0.0,1,0.09575935982153283,NO
04b40ac9-2831-4f0d-be90-63fb64b5d9a5,MATCH,0.0,9421.62,9421.62,CHF,CHF,2024-01-09,2024-01-09,COMPLETED,COMPLETED,EURCHF,2024-01-09,EURCHF,0.9517,9899.779342229696,0.0,0.0,1,0.040413723681722136,NO
04d07f29-13e6-45fd-9c99-d366c8b62c18,MATCH,0.0,1224.71,1224.71,GBP,GBP,2024-01-16,2024-01-16,COMPLETED,COMPLETED,EURGBP,2024-01-16,EURGBP,0.8421,1454.352214701342,0.0,0.0,1,0.06032707769602835,NO
04ffeab2-cb7b-4b3a-8b2d-158acd5ae324,MATCH,0.0,5529.49,5529.49,CHF,CHF,2024-01-30,2024-01-30,COMPLETED,COMPLETED,EURCHF,2024-01-30,EURCHF,0.954,5796.111111111111,0.0,0.0,1,0.0970956889415388,NO
05000bc6-b20d-4b6e-b231-1f1795863a76,MATCH,0.0,7027.36,7027.36,GBP,GBP,2024-01-15,2024-01-15,COMPLETED,COMPLETED,EURGBP,2024-01-15,EURGBP,0.8429,8337.12184126231,0.0,0.0,1,0.08031300076138692,NO
0534a101-8ddc-4719-81f3-8dd4fd034ada,MATCH,0.0,8081.06,8081.06,CHF,CHF,2024-01-17,2024-01-17,COMPLETED,COMPLETED,EURCHF,2024-01-17,EURCHF,0.9539,8471.600796729217,0.0,0.0,1,0.08296164647380083,NO
054046cc-16d5-4b84-a61f-7117dd926cbf,MATCH,0.0,1887.88,1887.88,CHF,CHF,2024-01-05,2024-01-05,COMPLETED,COMPLETED,EURCHF,2024-01-05,EURCHF,0.9496,1988.0791912384163,0.0,0.0,1,0.07650092172454881,NO
05776108-3166-4c94-bbb2-4366704fe1a8,MATCH,0.0,548.06,548.06,CHF,CHF,2024-01-06,2024-01-06,COMPLETED,COMPLETED,EURCHF,2024-01-06,EURCHF,0.9515,575.995796111403,0.0,0.0,1,0.05311730448655838,NO
0592bfa5-b928-423f-8ee4-334ece920136,MATCH,0.0,8839.51,8839.51,CHF,CHF,2024-01-16,2024-01-16,COMPLETED,COMPLETED,EURCHF,2024-01-16,EURCHF,0.9537,9268.64842193562,0.0,0.0,1,0.06656059275268633,NO
059dd55d-4b94-4e30-b303-f438fe2110d0,MATCH,0.0,4670.63,4670.63,CHF,CHF,2024-01-19,2024-01-19,COMPLETED,COMPLETED,EURCHF,2024-01-19,EURCHF,0.9497,4918.005686006108,0.0,0.0,1,0.09936007442632094,NO
05aa5eab-88f3-47ea-b83f-52740cb4afe1,MATCH,0.0,1324.18,1324.18,USD,USD,2024-01-04,2024-01-04,COMPLETED,COMPLETED,EURUSD,2024-01-04,EURUSD,1.0855,1219.8802395209582,0.0,0.0,1,0.06813475727319268,NO
05c14422-4ffe-4dfd-bedc-acb7a8b331a0,STATUS_MISMATCH,0.0,7016.58,7016.58,CHF,CHF,2024-01-04,2024-01-04,COMPLETED,PENDING,EURCHF,2024-01-04,EURCHF,0.9497,7388.206802148046,0.0,0.0,1,0.09526190039063481,NO
05c8234b-1d76-4a66-b5f5-9cb0cf685878,MATCH,0.0,7477.87,7477.87,CHF,CHF,2024-01-04,2024-01-04,COMPLETED,COMPLETED,EURCHF,2024-01-04,EURCHF,0.9497,7873.928609034432,0.0,0.0,1,0.08981318036883962,NO
05cf079e-a095-4c4d-b3bd-2348854bc8fa,MATCH,0.0,6312.11,6312.11,GBP,GBP,2024-01-18,2024-01-18,COMPLETED,COMPLETED,EURGBP,2024-01-18,EURGBP,0.8445,7474.375370041444,0.0,0.0,1,0.07937740055836734,NO
05e15e2f-f2b7-4922-854e-dd713977fd2f,MATCH,0.0,5211.01,5211.01,USD,USD,2024-01-23,2024-01-23,COMPLETED,COMPLETED,EURUSD,2024-01-23,EURUSD,1.0754,4845.648130928027,0.0,0.0,1,0.08791875155002032,NO
05fef7bc-28f7-4d49-a2bc-491ec1cdc9a4,MATCH,0.0,3974.65,3974.65,CHF,CHF,2024-01-11,2024-01-11,COMPLETED,COMPLETED,EURCHF,2024-01-11,EURCHF,0.9545,4164.117338920901,0.0,0.0,1,0.1090564445245426,NO
0614ac41-275c-45dc-afa0-8cbebf343ca7,MATCH,0.0,7241.89,7241.89,USD,USD,2024-01-03,2024-01-03,COMPLETED,COMPLETED,EURUSD,2024-01-03,EURUSD,1.0822,6691.822214008501,0.0,0.0,1,0.09816682169792745,NO
061efb95-68f8-4063-aeb1-9ad201a1fb0f,MATCH,0.0,7598.99,7598.99,USD,USD,2024-01-25,2024-01-25,COMPLETED,COMPLETED,EURUSD,2024-01-25,EURUSD,1.0712,7093.904032860344,0.0,0.0,1,0.09494474334617731,NO
062667fc-cedc-45bf-ae94-34ab7adf1458,AMOUNT_MISMATCH,28.1099999999999,1466.99,1438.88,USD,USD,2024-01-21,2024-01-21,COMPLETED,COMPLETED,EURUSD,2024-01-21,EURUSD,1.0758,1363.6270682282952,26.12939208031223,0.020613989348736175,-1,-0.05977435846667545,YES
06289878-6a39-4607-ae35-c5c86fe05fa2,MATCH,0.0,2172.14,2172.14,CHF,CHF,2024-01-24,2024-01-24,COMPLETED,COMPLETED,EURCHF,2024-01-24,EURCHF,0.9497,2287.18542697694,0.0,0.0,1,0.08008225326384955,NO
06531d47-4867-4b30-b956-77318a4cfe1f,MATCH,0.0,6144.33,6144.33,USD,USD,2024-01-31,2024-01-31,COMPLETED,COMPLETED,EURUSD,2024-01-31,EURUSD,1.0666,5760.669416838552,0.0,0.0,1,0.08508924702004417,NO
06617f95-eba1-4fa8-9f19-f85b4d330569,MATCH,0.0,3907.81,3907.81,USD,USD,2024-01-16,2024-01-16,COMPLETED,COMPLETED,EURUSD,2024-01-16,EURUSD,1.0791,3621.3603929200262,0.0,0.0,1,0.10812612797823407,NO
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,MATCH,0.0,3870.95,3870.95,GBP,GBP,2024-01-21,2024-01-21,COMPLETED,COMPLETED,EURGBP,2024-01-21,EURGBP,0.8414,4600.606132636082,0.0,0.0,1,0.0649731566452989,NO
06a241af-1d0a-47f7-b5e4-a4713fe68c9c,MATCH,0.0,3413.89,3413.89,CHF,CHF,2024-01-11,2024-01-11,COMPLETED,COMPLETED,EURCHF,2024-01-11,EURCHF,0.9545,3576.626506024096,0.0,0.0,1,0.09730450986596811,NO
06b4ed27-2f4b-4be8-a1ac-fdb51b555f6d,MISSING_IN_B,6755.23,6755.23,,CHF,,2024-01-29,,COMPLETED,,EURCHF,2024-01-29,EURCHF,0.9522,7094.339424490652,7094.339424490652,0.952198657805046,-1,-0.2077783632187541,YES
06e3f949-8cd3-4c62-8482-9b71ae84b81c,MATCH,0.0,490.12,490.12,USD,USD,2024-01-10,2024-01-10,COMPLETED,COMPLETED,EURUSD,2024-01-10,EURUSD,1.0897,449.77516747728737,0.0,0.0,1,0.03340553967624493,NO
07179ef3-3121-4863-a663-ed111d122ccf,MATCH,0.0,9593.82,9593.82,USD,USD,2024-01-21,2024-01-21,COMPLETED,COMPLETED,EURUSD,2024-01-21,EURUSD,1.0758,8917.847183491354,0.0,0.0,1,0.029991342054807357,NO
0722ab3c-18c3-4aa9-a013-5044a041301d,MATCH,0.0,9154.4,9154.4,CHF,CHF,2024-01-20,2024-01-20,COMPLETED,COMPLETED,EURCHF,2024-01-20,EURCHF,0.9503,9633.168473113752,0.0,0.0,1,0.05244924449802402,NO
07298d47-7c65-4dc9-8b42-5bba4da273ed,MATCH,0.0,6921.08,6921.08,GBP,GBP,2024-01-02,2024-01-02,COMPLETED,COMPLETED,EURGBP,2024-01-02,EURGBP,0.8531,8112.858984878678,0.0,0.0,1,0.08331556636805276,NO
07480379-3ea7-4419-a510-af65b0167db8,MATCH,0.0,5516.65,5516.65,GBP,GBP,2024-01-05,2024-01-05,COMPLETED,COMPLETED,EURGBP,2024-01-05,EURGBP,0.8507,6484.836017397437,0.0,0.0,1,0.07943210481535734,NO
075dacd4-255c-42c7-8ade-e3ec68950908,MATCH,0.0,1289.25,1289.25,CHF,CHF,2024-01-10,2024-01-10,COMPLETED,COMPLETED,EURCHF,2024-01-10,EURCHF,0.9546,1350.5656819610308,0.0,0.0,1,0.07799058616369942,NO
076451d3-275d-4459-92d3-6897d6442365,MATCH,0.0,6538.34,6538.34,USD,USD,2024-01-16,2024-01-16,COMPLETED,COMPLETED,EURUSD,2024-01-16,EURUSD,1.0791,6059.06774163655,0.0,0.0,1,0.08348661926744882,NO
0766699f-7bf2-4a06-90c1-de9c683629ce,MATCH,0.0,3351.67,3351.67,GBP,GBP,2024-01-19,2024-01-19,COMPLETED,COMPLETED,EURGBP,2024-01-19,EURGBP,0.8415,3982.970885323826,0.0,0.0,1,0.07086354864922317,NO
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,MATCH,0.0,1376.62,1376.62,CHF,CHF,2024-01-10,2024-01-10,COMPLETED,COMPLETED,EURCHF,2024-01-10,EURCHF,0.9546,1442.0909281374395,0.0,0.0,1,0.07863277524281731,NO
076c108d-214c-47b1-8cfc-64207192e443,MATCH,0.0,7164.46,7164.46,USD,USD,2024-01-18,2024-01-18,COMPLETED,COMPLETED,EURUSD,2024-01-18,EURUSD,1.0776,6648.533778767633,0.0,0.0,1,0.09296762293776051,NO
077d8688-59fe-4c45-abac-7bf82f4ddc9b,MATCH,0.0,6524.23,6524.23,CHF,CHF,2024-01-23,2024-01-23,COMPLETED,COMPLETED,EURCHF,2024-01-23,EURCHF,0.9506,6863.275825794235,0.0,0.0,1,0.10278110140373647,NO
078c3875-ba21-4269-a540-fbfee12ff6cd,MATCH,0.0,3482.14,3482.14,GBP,GBP,2024-01-22,2024-01-22,COMPLETED,COMPLETED,EURGBP,2024-01-22,EURGBP,0.8403,4143.924788765917,0.0,0.0,1,0.07159682990159832,NO
07c0d116-a394-4d54-9e3c-5a886aa56e6d,MATCH,0.0,8470.63,8470.63,GBP,GBP,2024-01-12,2024-01-12,COMPLETED,COMPLETED,EURGBP,2024-01-12,EURGBP,0.8471,9999.563215677015,0.0,0.0,1,0.06327822120061705,NO
07e3c39a-a925-4745-9276-9c9665262474,MATCH,0.0,7916.51,7916.51,USD,USD,2024-01-10,2024-01-10,COMPLETED,COMPLETED,EURUSD,2024-01-10,EURUSD,1.0897,7264.8527117555295,0.0,0.0,1,0.08735999818725343,NO
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,MATCH,0.0,5137.83,5137.83,GBP,GBP,2024-01-23,2024-01-23,COMPLETED,COMPLETED,EURGBP,2024-01-23,EURGBP,0.8413,6107.012956139308,0.0,0.0,1,0.07687792874545363,NO
07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,MATCH,0.0,5762.41,5762.41,USD,USD,2024-01-24,2024-01-24,COMPLETED,COMPLETED,EURUSD,2024-01-24,EURUSD,1.0724,5373.377471092876,0.0,0.0,1,0.08987433459586053,NO
07fbb920-dd9d-4e4d-883e-dd69dc7abd16,STATUS_MISMATCH,0.0,4590.67,4590.67,GBP,GBP,2024-01-15,2024-01-15,COMPLETED,PENDING,EURGBP,2024-01-15,EURGBP,0.8429,5446.280697591648,0.0,0.0,1,0.07499165062845031,NO
080aadfb-e7c9-4b26-9141-25c63a9bedd4,MATCH,0.0,8820.56,8820.56,GBP,GBP,2024-01-05,2024-01-05,COMPLETED,COMPLETED,EURGBP,2024-01-05,EURGBP,0.8507,10368.59057246973,0.0,0.0,1,0.06198561298527355,NO
081fec82-ca9a-4f77-b26a-51a576b40672,MATCH,0.0,357.03,357.03,GBP,GBP,2024-01-29,2024-01-29,COMPLETED,COMPLETED,EURGBP,2024-01-29,EURGBP,0.8449,422.5707184282163,0.0,0.0,1,0.007814891751377617,NO
