transaction_id,date,currency,amount,status,source
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-01-05,USD,7941.59,COMPLETED,Internal_System
5304317f-af42-412f-b838-b3268e944239,2024-01-13,CHF,5999.3,COMPLETED,Internal_System
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-01-15,GBP,9713.68,COMPLETED,Internal_System
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2024-01-22,GBP,7709.13,COMPLETED,Internal_System
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-01-10,CHF,1665.76,COMPLETED,Internal_System
9132b63e-f162-47e4-a9c3-49e03602f8ac,2024-01-01,GBP,9721.69,COMPLETED,Internal_System
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-01-25,USD,5126.05,COMPLETED,Internal_System
e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-01-04,GBP,8432.53,COMPLETED,Internal_System
24933b83-7577-40a9-a491-f0b2ea1fca65,2024-01-17,USD,1613.11,COMPLETED,Internal_System
beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-01-25,USD,5439.85,COMPLETED,Internal_System
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,2024-01-20,GBP,4937.2,COMPLETED,Internal_System
956269f0-e5d7-4875-adad-d6c795a76d79,2024-01-04,GBP,8799.35,COMPLETED,Internal_System
ff50bde4-3825-47b8-9cab-cc97663f1c97,2024-01-27,GBP,2470.58,COMPLETED,Internal_System
7e570ddf-8270-40a8-a369-b584ff5e9ff0,2024-01-03,CHF,8178.63,COMPLETED,Internal_System
dc713d96-0c0f-4195-817a-f08a1745d6d8,2024-01-25,USD,1371.08,COMPLETED,Internal_System
28f49481-a0a0-4dc4-a720-9bdf1c11f735,2024-01-16,USD,2724.06,COMPLETED,Internal_System
98ae4334-6c12-4ce8-ae34-0454cac5b68c,2024-01-28,CHF,9647.19,COMPLETED,Internal_System
988c24c9-61b1-4d22-a280-1c4510435a10,2024-01-30,USD,7158.19,COMPLETED,Internal_System
405cacec-8774-49a9-b7d2-1e02ff01cf99,2024-01-13,GBP,4437.19,COMPLETED,Internal_System
f143262f-dc5c-4eed-8da0-365bf89897b9,2024-01-17,CHF,1297.94,COMPLETED,Internal_System
1d53434b-b881-49b9-ae27-0da702f06b90,2024-01-19,USD,5925.56,COMPLETED,Internal_System
c0398710-8976-4334-a281-7efdae849217,2024-01-28,GBP,801.49,COMPLETED,Internal_System
5715bd6f-a416-4293-84c2-e2e3444ea7c8,2024-01-08,GBP,6722.88,COMPLETED,Internal_System
287d06ca-6f4c-469a-8b22-d3081c8eaee9,2024-01-07,USD,7261.19,COMPLETED,Internal_System
b8db0672-f42d-47cc-80d4-af5974273ca3,2024-01-29,CHF,2505.67,COMPLETED,Internal_System
f8cda88b-436d-46e2-b83c-fe0be037e5ed,2024-01-16,CHF,1985.06,COMPLETED,Internal_System
81f76d1c-2dbc-4134-830f-f46e8026695f,2024-01-04,CHF,3607.55,COMPLETED,Internal_System
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,2024-01-14,CHF,8651.98,COMPLETED,Internal_System
81f631d4-a392-41a7-9777-a4774c66e0a8,2024-01-02,CHF,7309.31,COMPLETED,Internal_System
5fb8d16c-2720-497d-b2eb-d6899be578c7,2024-01-08,USD,1983.07,COMPLETED,Internal_System
f4188f3f-8a14-4e62-a95b-4715c333e861,2024-01-15,USD,4276.63,COMPLETED,Internal_System
eb2263dd-87c5-421e-ac24-a3c5c754108f,2024-01-09,CHF,2573.08,COMPLETED,Internal_System
7d154385-52fb-443b-9954-6eb400257ad1,2024-01-03,USD,1746.48,COMPLETED,Internal_System
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,2024-01-16,CHF,2216.1,COMPLETED,Internal_System
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,2024-01-06,CHF,121.34,COMPLETED,Internal_System
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,2024-01-13,GBP,9272.53,COMPLETED,Internal_System
14296c07-f26b-4776-913e-4de2e0c53cb8,2024-01-26,CHF,2923.97,COMPLETED,Internal_System
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,2024-01-23,CHF,1632.49,COMPLETED,Internal_System
885f6e66-c2b6-42c5-ba5d-310011b7e948,2024-01-10,USD,9690.22,COMPLETED,Internal_System
a8e56e0c-20de-435d-a031-d750c40db9b4,2024-01-24,GBP,665.94,COMPLETED,Internal_System
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,2024-01-19,CHF,5078.22,COMPLETED,Internal_System
9b49bd26-df57-459a-8715-a10343dac043,2024-01-28,USD,663.11,COMPLETED,Internal_System
edcd465e-3638-4821-b6e0-7cc06c52c49f,2024-01-28,USD,778.36,COMPLETED,Internal_System
b09b2a5c-badc-432a-8159-0f538a0f4efb,2024-01-03,USD,4097.38,COMPLETED,Internal_System
66245bfa-4fcc-439a-b683-d2e6337ea2df,2024-01-31,USD,5831.3,COMPLETED,Internal_System
5f987c71-a65e-488e-abf3-ad39fec21bbe,2024-01-14,GBP,9353.59,COMPLETED,Internal_System
7394988f-847f-49b4-a64d-1bcb702753a1,2024-01-07,GBP,2462.99,COMPLETED,Internal_System
1064005c-3985-43cf-bf76-be1d1efa2197,2024-01-13,USD,6749.73,COMPLETED,Internal_System
8dcdcd03-969b-4662-8562-8059568cc69b,2024-01-10,CHF,3230.15,COMPLETED,Internal_System
01d74256-3860-4ab6-96a4-02f23ae8cc93,2024-01-01,CHF,6249.48,COMPLETED,Internal_System
0f1259e0-a18f-46b6-b535-106e122c9a56,2024-01-03,USD,5108.26,COMPLETED,Internal_System
080aadfb-e7c9-4b26-9141-25c63a9bedd4,2024-01-05,GBP,8820.56,COMPLETED,Internal_System
839fbc50-1223-4513-9496-f63cdc1110c1,2024-01-29,USD,3758.32,COMPLETED,Internal_System
7c441fe7-ab42-40a7-874a-493b3ceddf2d,2024-01-06,CHF,8354.08,COMPLETED,Internal_System
b92da22b-21df-406f-8a0b-3c3336d8393a,2024-01-23,GBP,6155.61,COMPLETED,Internal_System
93829b43-922f-415a-a1e3-db63ef7ddc76,2024-01-22,GBP,9324.38,COMPLETED,Internal_System
7914c120-c8dc-419f-be35-11287900f7f9,2024-01-04,USD,2718.21,COMPLETED,Internal_System
1825bc54-30be-445f-a835-14f2ceb81f9d,2024-01-24,USD,2796.25,COMPLETED,Internal_System
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,2024-01-20,USD,7204.36,COMPLETED,Internal_System
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,2024-01-07,GBP,5103.55,COMPLETED,Internal_System
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,2024-01-03,CHF,8310.55,COMPLETED,Internal_System
0f844fef-1931-49ee-a56c-0941fbf24050,2024-01-11,USD,6407.42,COMPLETED,Internal_System
ccf3a171-56dc-4907-ba6c-34ab6712303a,2024-01-09,USD,7438.19,COMPLETED,Internal_System
310c0c00-3fa7-4104-9bf9-0e27dc96925e,2024-01-18,CHF,5652.98,COMPLETED,Internal_System
23e2fcb4-72d8-467d-894a-05e430b187ef,2024-01-31,USD,5501.34,COMPLETED,Internal_System
766ecb15-474e-4c19-aef9-12766c006f61,2024-01-27,GBP,5866.84,COMPLETED,Internal_System
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,2024-01-05,CHF,1361.71,COMPLETED,Internal_System
db20a56e-dc81-4fe7-8eda-8bbb71710434,2024-01-10,GBP,8999.92,COMPLETED,Internal_System
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,2024-01-29,GBP,2179.76,COMPLETED,Internal_System
03c72ba8-d605-4770-8a63-f881ffd0f9d5,2024-01-12,CHF,9740.99,COMPLETED,Internal_System
c0e9ab30-ed26-42e9-97e0-11b7f8102383,2024-01-24,USD,9265.06,COMPLETED,Internal_System
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,2024-01-08,USD,9764.44,COMPLETED,Internal_System
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,2024-01-26,USD,8826.02,COMPLETED,Internal_System
2a25a888-0f02-4ad0-a706-7ef466aa9385,2024-01-01,USD,7391.99,COMPLETED,Internal_System
63f2ae24-fc3d-4348-808d-4127610461e3,2024-01-11,CHF,8042.13,COMPLETED,Internal_System
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,2024-01-28,USD,2741.38,COMPLETED,Internal_System
b253d218-6c4a-47ea-8906-17f2747b6dba,2024-01-28,CHF,2302.09,COMPLETED,Internal_System
c88a618e-fed4-457d-bb02-6576f512c4c3,2024-01-27,CHF,3561.62,COMPLETED,Internal_System
7c967f79-b7e9-4aca-a970-65e18e46d534,2024-01-27,USD,2306.94,COMPLETED,Internal_System
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,2024-01-22,USD,4044.81,COMPLETED,Internal_System
bc594585-9445-48c0-8ef8-c2d6f7fd5646,2024-01-31,GBP,3576.35,COMPLETED,Internal_System
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,2024-01-17,CHF,6827.23,COMPLETED,Internal_System
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2024-01-27,GBP,9398.45,COMPLETED,Internal_System
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,2024-01-04,GBP,1867.82,COMPLETED,Internal_System
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,2024-01-31,GBP,478.75,COMPLETED,Internal_System
118a9d29-2f92-4996-99f1-95d014822f53,2024-01-20,CHF,3522.3,COMPLETED,Internal_System
dca02eec-acda-4acc-9165-e21098543881,2024-01-26,GBP,4420.3,COMPLETED,Internal_System
f10c718b-1eb0-438a-a75d-d5af3c365296,2024-01-13,USD,2621.75,COMPLETED,Internal_System
94340a03-3f07-4814-91d6-3f78e3e9de99,2024-01-23,CHF,116.74,COMPLETED,Internal_System
14fcdd54-9e8f-4965-8a2c-827e98326856,2024-01-30,USD,3705.79,COMPLETED,Internal_System
90b2b633-956b-4c0c-a849-9b926b5252e3,2024-01-03,GBP,6269.24,COMPLETED,Internal_System
42c18a62-ef48-48d5-90fd-9d3f85d51695,2024-01-24,GBP,5120.51,COMPLETED,Internal_System
506e5a9a-b758-488d-ab73-295b344a54b8,2024-01-22,CHF,3329.21,COMPLETED,Internal_System
21813d25-6552-48a6-83ff-50113d1a85dd,2024-01-23,GBP,5588.68,COMPLETED,Internal_System
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,2024-01-07,CHF,6682.8,COMPLETED,Internal_System
ef8c485b-c07a-40f2-add4-253b50f0fd0a,2024-01-13,USD,6193.6,COMPLETED,Internal_System
9f044aed-7552-4327-8262-7f7312922f83,2024-01-10,CHF,5524.58,COMPLETED,Internal_System
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2024-01-01,GBP,2940.45,COMPLETED,Internal_System
8181a8cc-3691-47eb-89a2-688b12c136e0,2024-01-14,GBP,4703.38,COMPLETED,Internal_System
5958a499-eeea-463e-a1e8-ac6843e42caf,2024-01-15,USD,5160.62,COMPLETED,Internal_System
3e896c64-e117-4ac3-919c-4ea3e1805081,2024-01-26,USD,6622.62,COMPLETED,Internal_System
702cdd20-2862-48b8-88f4-ef125e9953d2,2024-01-10,GBP,1024.53,COMPLETED,Internal_System
4d71c366-b41b-4143-8b10-550cd5704f32,2024-01-31,USD,6760.68,COMPLETED,Internal_System
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,2024-01-08,USD,1558.8,COMPLETED,Internal_System
aaf91531-0200-41f0-8768-a84fa76afde6,2024-01-02,USD,9840.97,COMPLETED,Internal_System
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,2024-01-15,CHF,8872.76,COMPLETED,Internal_System
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2024-01-19,USD,7211.62,COMPLETED,Internal_System
e3c43657-1d8c-4bac-83b4-09ef2260e70f,2024-01-13,CHF,4056.56,COMPLETED,Internal_System
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,2024-01-25,CHF,2266.53,COMPLETED,Internal_System
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,2024-01-26,CHF,597.16,COMPLETED,Internal_System
afffcfd2-341e-440b-97c7-00aab7b56ea7,2024-01-15,USD,8034.02,COMPLETED,Internal_System
81627cf1-4394-42e6-9a58-7e8aa25d6b29,2024-01-22,GBP,9505.39,COMPLETED,Internal_System
e87d1c78-e7c4-41c7-8049-7b717d106c60,2024-01-29,CHF,6165.26,COMPLETED,Internal_System
a2607723-17a0-4f49-8d01-280fd89a40c0,2024-01-24,CHF,8322.63,COMPLETED,Internal_System
0b49452d-46d4-43f3-9450-281c6c6f7633,2024-01-18,CHF,8982.36,COMPLETED,Internal_System
217d65a0-c568-41cd-9563-f61600e85ece,2024-01-24,CHF,4555.69,COMPLETED,Internal_System
295d6fbf-430f-401d-bad4-09e2a319dcb4,2024-01-25,USD,8414.64,COMPLETED,Internal_System
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,2024-01-09,CHF,6304.81,COMPLETED,Internal_System
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,2024-01-09,CHF,867.09,COMPLETED,Internal_System
b0e6a969-e213-42b0-b1ee-dba313432e61,2024-01-10,USD,2789.98,COMPLETED,Internal_System
093923de-8bab-4e3b-a628-6bfbe767dcea,2024-01-05,USD,2389.49,COMPLETED,Internal_System
8d7248e2-951f-48d0-9e84-f058d5a804eb,2024-01-23,USD,7093.55,COMPLETED,Internal_System
0ab54bde-20a0-4502-ae06-809725e97977,2024-01-03,CHF,4135.23,COMPLETED,Internal_System
eededb07-e623-4689-9d59-cd2a4eea04e7,2024-01-18,CHF,4216.16,COMPLETED,Internal_System
0a368ce7-dc57-4131-b8e1-daa7cbceabde,2024-01-07,CHF,3955.82,COMPLETED,Internal_System
ae9bec36-35c7-436c-9b99-62c6e61fecc0,2024-01-28,CHF,4822.1,COMPLETED,Internal_System
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,2024-01-31,GBP,3056.27,COMPLETED,Internal_System
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2024-01-13,CHF,5428.38,COMPLETED,Internal_System
bfddc3d9-9ee3-4c2a-b94d-62046808593f,2024-01-24,USD,4933.47,COMPLETED,Internal_System
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,2024-01-09,CHF,4907.86,COMPLETED,Internal_System
ccc56569-f9e8-4369-a999-b735dd56cc94,2024-01-13,GBP,6721.85,COMPLETED,Internal_System
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,2024-01-26,CHF,7269.4,COMPLETED,Internal_System
ecab3301-bc8f-4d29-adea-94930658663a,2024-01-27,CHF,9203.46,COMPLETED,Internal_System
696608aa-ee49-4329-884a-7b28550a1b46,2024-01-30,CHF,5959.74,COMPLETED,Internal_System
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,2024-01-03,CHF,1443.42,COMPLETED,Internal_System
28c13091-444d-410b-bf87-e362cf8d446a,2024-01-15,USD,597.82,COMPLETED,Internal_System
61ee411a-1bac-47a7-b386-f7a4c991603f,2024-01-13,GBP,2195.44,COMPLETED,Internal_System
787f2425-dbcc-4477-89e9-db0adf465290,2024-01-11,GBP,7636.17,COMPLETED,Internal_System
eb1fa9f2-d10b-41d0-b317-347038f16a81,2024-01-13,GBP,7544.9,COMPLETED,Internal_System
d20eac17-4e20-4d1a-9983-36e375d66ed4,2024-01-27,CHF,2597.49,COMPLETED,Internal_System
39118497-3a43-42ba-9f0f-06cbcb9bc326,2024-01-03,CHF,291.89,COMPLETED,Internal_System
6601ddd0-3170-4437-a8f7-ef5a060edf5b,2024-01-31,GBP,2319.8,COMPLETED,Internal_System
11c58ef0-dd46-4c09-8752-87aa5408f9ac,2024-01-31,USD,2073.67,COMPLETED,Internal_System
59e4b671-4774-4c58-85f8-bc16f7860b50,2024-01-01,USD,2461.59,COMPLETED,Internal_System
adf4e62d-6651-429e-8268-690ba43825b5,2024-01-19,USD,4703.84,COMPLETED,Internal_System
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2024-01-09,GBP,1761.11,COMPLETED,Internal_System
e08596db-1d87-4966-8710-d430f071d879,2024-01-25,USD,9650.74,COMPLETED,Internal_System
94a1875d-2db6-4edb-82de-ffccf86c2ca2,2024-01-30,GBP,5800.39,COMPLETED,Internal_System
09cb3942-43f5-4a85-bbc9-f87af668a617,2024-01-30,CHF,4026.88,COMPLETED,Internal_System
587ef344-6f3f-420c-98b8-e4cc1bc044fc,2024-01-23,USD,852.37,COMPLETED,Internal_System
6fb78271-504d-481f-8953-5b63ba81edd9,2024-01-23,USD,1108.82,COMPLETED,Internal_System
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,2024-01-25,GBP,8517.9,COMPLETED,Internal_System
30a900ad-939b-462d-a645-f129629c2ae3,2024-01-12,CHF,6649.06,COMPLETED,Internal_System
6fa17735-b572-43d0-8b5c-ea6a41357e8c,2024-01-03,GBP,225.26,COMPLETED,Internal_System
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,2024-01-14,CHF,1144.83,COMPLETED,Internal_System
f0b5156b-b82c-4074-afd5-dea589d7fd6c,2024-01-31,GBP,6392.29,COMPLETED,Internal_System
3270e4fa-abae-4f43-bcae-8081bdf070aa,2024-01-27,CHF,7102.36,COMPLETED,Internal_System
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,2024-01-14,USD,7364.57,COMPLETED,Internal_System
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,2024-01-31,GBP,6197.53,COMPLETED,Internal_System
1fe771d6-d917-4793-a9d3-c2e6505cc686,2024-01-30,CHF,4702.25,COMPLETED,Internal_System
81d2c7de-4ce1-4b90-a669-7833b841d0a0,2024-01-27,GBP,3290.82,COMPLETED,Internal_System
5380b904-688c-4015-aab9-7e494f2d4796,2024-01-09,CHF,2514.25,COMPLETED,Internal_System
8dedf9fb-4bb0-4f20-b27c-40266703b636,2024-01-15,CHF,3430.33,COMPLETED,Internal_System
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,2024-01-16,GBP,1900.21,COMPLETED,Internal_System
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,2024-01-07,GBP,7998.54,COMPLETED,Internal_System
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,2024-01-11,GBP,8815.17,COMPLETED,Internal_System
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,2024-01-23,GBP,5602.33,COMPLETED,Internal_System
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,2024-01-17,USD,947.57,COMPLETED,Internal_System
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,2024-01-24,CHF,4936.92,COMPLETED,Internal_System
7118e364-7709-4749-927e-ecfaa79ac9aa,2024-01-25,USD,6937.03,COMPLETED,Internal_System
82dc4c8e-36b5-429a-acf5-e81e71316269,2024-01-21,CHF,4536.93,COMPLETED,Internal_System
f5b78cc7-e6b3-4944-8b32-3e357922bac2,2024-01-10,USD,4103.57,COMPLETED,Internal_System
a8aa7158-2b70-4525-bc67-f831cbc84759,2024-01-08,GBP,6673.2,COMPLETED,Internal_System
a9f25336-83f4-49a9-88a6-39d015b52908,2024-01-12,CHF,5579.38,COMPLETED,Internal_System
17e8392a-55ce-45db-9e87-e04ca2086977,2024-01-12,CHF,9966.65,COMPLETED,Internal_System
3c20592f-c04a-46c4-b3b6-3fe1d1843324,2024-01-18,GBP,3582.92,COMPLETED,Internal_System
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,2024-01-15,GBP,3135.57,COMPLETED,Internal_System
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,2024-01-24,USD,3223.92,COMPLETED,Internal_System
9c7c7377-79a2-4903-bbe3-3b243eae0032,2024-01-24,USD,1996.26,COMPLETED,Internal_System
74962764-12a4-4ef0-84bb-b7a9d98868dd,2024-01-24,CHF,2837.35,COMPLETED,Internal_System
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,2024-01-19,GBP,9807.06,COMPLETED,Internal_System
624c69b6-b244-45a7-b7e5-848131c681ec,2024-01-27,USD,3032.84,COMPLETED,Internal_System
25c73c44-3e75-43b4-a64f-a6637e8f8095,2024-01-12,USD,3092.45,COMPLETED,Internal_System
e4855aa1-016b-4287-b008-05cca7f36ae9,2024-01-23,USD,2815.68,COMPLETED,Internal_System
e2add909-c521-4f2d-9c45-d539c03f3538,2024-01-02,GBP,7004.43,COMPLETED,Internal_System
3805f907-6cd6-4193-8746-8f591b494e15,2024-01-05,CHF,1115.62,COMPLETED,Internal_System
b227462c-f53d-4330-8dda-24ba2d06e8cf,2024-01-01,GBP,4747.03,COMPLETED,Internal_System
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,2024-01-15,GBP,1925.2,COMPLETED,Internal_System
1f115b76-d92c-4227-aadf-50853fcb7546,2024-01-02,GBP,9416.53,COMPLETED,Internal_System
76f2dbfe-cd29-436f-a222-82e174daaebf,2024-01-13,CHF,833.41,COMPLETED,Internal_System
8f15ba58-fce6-4504-87f8-424daae65fc1,2024-01-05,USD,8130.31,COMPLETED,Internal_System
c1581092-f335-4ba3-913a-7052986f9025,2024-01-31,GBP,943.29,COMPLETED,Internal_System
d0a44432-9cd6-4852-b14c-7df4e4347d51,2024-01-18,CHF,6102.54,COMPLETED,Internal_System
6d3ee1dc-8139-4443-a45b-712eb8225688,2024-01-26,USD,7779.37,COMPLETED,Internal_System
722764e6-8c41-461b-a827-a1b9d4a02e53,2024-01-13,CHF,9094.19,COMPLETED,Internal_System
dc8aee30-be60-43f7-a8be-9288e5af6e39,2024-01-10,CHF,3123.26,COMPLETED,Internal_System
c074718e-425a-409f-b337-c59979844388,2024-01-31,USD,6292.6,COMPLETED,Internal_System
46fde062-a33d-47af-9701-410d3f4b1a70,2024-01-06,USD,1820.75,COMPLETED,Internal_System
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,2024-01-03,USD,126.49,COMPLETED,Internal_System
709b7d97-464c-44af-bd3f-3799a07295e9,2024-01-15,CHF,2983.47,COMPLETED,Internal_System
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,2024-01-08,GBP,7098.86,COMPLETED,Internal_System
e49d681d-51d8-4c64-95fa-1ab8458f1f19,2024-01-23,CHF,804.68,COMPLETED,Internal_System
269cd696-236c-4b87-94a0-bccb8a476a87,2024-01-08,GBP,7899.5,COMPLETED,Internal_System
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,2024-01-21,USD,4308.88,COMPLETED,Internal_System
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,2024-01-18,USD,6511.58,COMPLETED,Internal_System
7746d0ba-8ae8-405b-94b4-a48268586eba,2024-01-30,GBP,8283.65,COMPLETED,Internal_System
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,2024-01-06,GBP,5990.94,COMPLETED,Internal_System
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,2024-01-27,GBP,4447.62,COMPLETED,Internal_System
05000bc6-b20d-4b6e-b231-1f1795863a76,2024-01-15,GBP,7027.36,COMPLETED,Internal_System
9360715f-c3fe-4183-a172-b725db52ca58,2024-01-31,GBP,5054.67,COMPLETED,Internal_System
f1578470-0182-47c4-ba1b-58066160a6b4,2024-01-16,CHF,896.37,COMPLETED,Internal_System
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,2024-01-02,CHF,7371.89,COMPLETED,Internal_System
d5f25073-f414-42b1-a442-9ebbda7b9095,2024-01-20,GBP,356.06,COMPLETED,Internal_System
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,2024-01-25,GBP,5804.85,COMPLETED,Internal_System
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,2024-01-25,USD,4757.96,COMPLETED,Internal_System
45df16b6-382c-443f-bcfc-9b793875394c,2024-01-21,CHF,9169.12,COMPLETED,Internal_System
638c254c-076e-4bba-bc53-08bf6f92f25e,2024-01-06,CHF,6384.37,COMPLETED,Internal_System
cc530e36-addc-4e13-ab3b-4d37560c95ee,2024-01-16,GBP,4142.65,COMPLETED,Internal_System
d72b6108-2a40-4f12-b963-f37f67814c1f,2024-01-28,USD,3365.06,COMPLETED,Internal_System
fb10987f-20ac-4703-ab67-146a77a6e17c,2024-01-23,CHF,2953.36,COMPLETED,Internal_System
